CUST_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,AGE_BKT,SCR,HOLDING_PERIOD,ACC_TYPE,ACC_OP_DATE,LEN_OF_RLTN_IN_MNTH,NO_OF_L_CR_TXNS,NO_OF_L_DR_TXNS,TOT_NO_OF_L_TXNS,NO_OF_BR_CSH_WDL_DR_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_NET_DR_TXNS,NO_OF_MOB_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_BR_CSH_WDL_DR,AMT_CHQ_DR,AMT_NET_DR,AMT_MOB_DR,AMT_L_DR,FLG_HAS_ANY_CHGS,AMT_OTH_BK_ATM_USG_CHGS,AMT_MIN_BAL_NMC_CHGS,NO_OF_IW_CHQ_BNC_TXNS,NO_OF_OW_CHQ_BNC_TXNS,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CSH_WDL_TXN,AVG_AMT_PER_CHQ_TXN,AVG_AMT_PER_NET_TXN,AVG_AMT_PER_MOB_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN,random
C5515,0,22,M,231989.86,SAL,<25,209,13,CA,9/18/2009,92,49,20,69,9,2,6,1,2,0,30900,439840,50210,992757,53444,1567151,0,0,0,0,0,15450,48871.11,25105,165459.5,53444,1,0,0.144445692
C19920,0,52,F,448582.26,PROF,>50,125,3,SA,11/06/2009,91,9,5,14,2,1,1,0,1,0,1600,692390,0,139676,0,833666,0,0,0,0,0,1600,346195,0,139676,0,1,1,0.144635142
C5266,0,55,F,40013.13,SELF-EMP,>50,157,22,SA,01/01/2014,41,0,4,4,1,1,2,0,0,1,17800,60810,0,924664,0,1003274,0,0,0,0,0,17800,60810,0,462332,0,1,0,0.144715877
C6189,0,24,F,325655.48,SELF-EMP,<25,226,22,CA,2/19/2008,111,15,1,16,0,1,0,0,0,0,10500,0,0,0,0,10500,0,0,0,0,0,10500,0,0,0,0,0,1,0.145073696
C17800,0,30,M,171059.52,PROF,26-30,185,2,SA,02/10/2003,172,5,4,9,2,0,0,0,2,0,0,223200,69360,0,0,292560,0,0,0,0,0,0,111600,34680,0,0,1,0,0.145114353
C17378,0,23,F,665732.84,SELF-EMP,<25,370,1,SA,5/24/2005,144,10,5,15,1,1,1,0,2,0,18700,280620,81060,728109,0,1108489,0,0,0,0,0,18700,280620,40530,728109,0,1,0,0.145564153
C15883,0,46,M,186753.52,PROF,46-50,527,7,SA,9/29/2000,200,20,14,34,6,2,4,1,1,1,1500,510580,38620,36143,30983,617826,0,0,0,0,0,750,85096.67,38620,9035.75,30983,1,0,0.145793595
C7545,0,28,M,3698099.06,SENP,26-30,148,28,SA,08/06/2007,118,12,3,15,1,1,1,0,0,1,7900,408360,0,170595,0,586855,0,0,0,0,0,7900,408360,0,170595,0,0,1,0.145897966
C7823,0,23,F,181671.36,SENP,<25,114,17,SA,12/12/1999,210,6,5,11,0,1,0,0,4,0,11800,0,35730,0,0,47530,0,0,0,0,0,11800,0,8932.5,0,0,1,1,0.145946511
C8587,0,38,M,633241.35,SENP,36-40,523,25,SA,07/10/2013,47,4,1,5,0,1,0,0,0,0,5600,0,0,0,0,5600,0,0,0,0,0,5600,0,0,0,0,1,0,0.146191784
C12283,1,53,M,459113.32,SAL,>50,882,16,SA,4/17/2008,110,16,15,31,2,2,4,1,6,1,45500,258490,149900,15901,173379,643170,0,0,0,0,0,22750,129245,24983.33,3975.25,173379,1,1,0.146685458
C9111,0,32,M,802512.75,SELF-EMP,31-35,261,29,CA,08/05/2010,82,71,4,75,1,1,0,2,0,0,8600,657310,0,0,66304,732214,1,0,0,0,0,8600,657310,0,0,33152,0,1,0.146799838
C19328,0,31,M,286572.78,SENP,31-35,270,5,SA,2/15/2014,40,10,5,15,1,1,1,0,2,1,13100,843820,35250,945172,0,1837342,0,0,0,0,0,13100,843820,17625,945172,0,1,0,0.147090544
C17482,0,38,M,489066.54,SELF-EMP,36-40,290,7,SA,7/19/2003,166,16,15,31,0,2,4,1,8,0,21600,0,260140,285363,22434,589537,0,0,0,0,0,10800,0,32517.5,71340.75,22434,1,0,0.147137405
C16989,0,49,F,4499.03,SAL,46-50,290,2,CA,4/25/2014,37,66,65,131,0,20,20,24,1,0,90900,0,76200,695412,105817,968329,1,200,0,0,0,4545,0,76200,34770.6,4409.04,1,0,0.147507865
C9916,0,52,M,294786.54,SELF-EMP,>50,491,21,SA,07/09/2010,83,4,3,7,1,1,1,0,0,0,12600,488460,0,25336,0,526396,0,0,0,0,0,12600,488460,0,25336,0,0,1,0.147599196
C13972,0,35,M,179917.28,SAL,31-35,238,8,SA,3/19/2008,110,4,6,10,2,1,1,0,2,0,19500,151650,41410,268613,0,481173,0,0,0,0,0,19500,75825,20705,268613,0,0,1,0.147702612
C2925,0,36,F,1838012.41,SENP,36-40,425,19,SA,10/04/2009,92,9,5,14,0,1,0,0,4,1,10000,0,43790,0,0,53790,0,0,0,0,0,10000,0,10947.5,0,0,0,0,0.147921207
C3082,0,38,F,708440.26,SENP,36-40,854,27,SA,4/15/2002,182,8,4,12,2,2,0,0,0,0,45300,182910,0,0,0,228210,0,0,0,0,0,22650,91455,0,0,0,1,0,0.147965411
C5270,0,52,M,1064481.93,SENP,>50,364,31,CA,12/12/2003,162,36,2,38,0,1,1,0,0,0,10700,0,0,501038,0,511738,0,0,0,0,0,10700,0,0,501038,0,1,0,0.148177658
C4536,0,54,F,74118.43,SENP,>50,714,21,SA,05/05/2001,193,2,2,4,1,1,0,0,0,1,16800,124500,0,0,0,141300,0,0,0,0,0,16800,124500,0,0,0,1,0,0.148377103
C8072,0,45,F,1476821.53,PROF,41-45,266,17,CA,3/17/2000,207,2,2,4,1,0,0,0,1,0,0,757820,0,0,0,757820,0,0,0,0,0,0,757820,0,0,0,1,0,0.148381967
C11676,0,31,F,23462.15,SENP,31-35,894,31,SA,07/01/2009,95,0,4,4,4,0,0,0,0,1,0,267000,0,0,0,267000,0,0,0,0,0,0,66750,0,0,0,1,0,0.14880716
C380,0,35,F,607516.37,SENP,31-35,738,12,SA,10/10/2014,32,14,7,21,1,1,1,0,4,1,10500,322500,77870,591794,0,1002664,0,0,0,0,0,10500,322500,19467.5,591794,0,0,1,0.148966479
C10823,0,50,M,16628.76,SAL,46-50,527,16,SA,01/09/2008,113,5,5,10,1,1,1,0,2,0,19100,869670,74950,832257,0,1795977,1,0,0,1,0,19100,869670,37475,832257,0,1,1,0.149152963
C11597,0,45,M,733690.7,SENP,41-45,314,24,CA,04/09/2013,50,16,2,18,1,0,1,0,0,0,0,892900,0,139146,0,1032046,0,0,0,0,0,0,892900,0,139146,0,1,0,0.149239799
C4257,0,55,F,41418.1,SENP,>50,185,27,SA,09/02/2003,165,12,3,15,2,0,1,0,0,0,0,835730,0,791722,0,1627452,0,0,0,0,0,0,417865,0,791722,0,1,0,0.149548134
C18277,0,26,M,69950.17,SENP,26-30,845,3,SA,5/18/2006,132,2,2,4,0,0,0,0,2,0,0,0,82360,0,0,82360,0,0,0,0,0,0,0,41180,0,0,1,0,0.149977327
C19529,0,51,M,40841.63,PROF,>50,454,5,CA,3/18/2004,158,21,27,48,3,3,8,2,11,0,20200,617750,2989750,300901,121805,4050406,0,0,0,0,0,6733.33,205916.67,271795.45,37612.62,60902.5,1,0,0.150407484
C9634,0,39,F,1717150.33,SENP,36-40,598,23,SA,01/04/2014,41,14,4,18,2,1,0,1,0,1,17200,722190,0,0,56629,796019,0,0,0,0,0,17200,361095,0,0,56629,1,1,0.150573001
C16685,1,43,M,14227.65,SELF-EMP,41-45,807,5,SA,12/12/2010,78,6,6,12,1,1,0,0,4,0,12300,833490,85350,0,0,931140,0,0,0,0,0,12300,833490,21337.5,0,0,1,1,0.150667708
C7328,0,38,M,440846.05,SENP,36-40,119,26,SA,2/19/2013,51,9,1,10,1,0,0,0,0,0,0,854540,0,0,0,854540,0,0,0,0,0,0,854540,0,0,0,1,1,0.150779302
C4004,0,24,F,3036963,SENP,<25,198,25,SA,11/30/2008,102,11,2,13,1,1,0,0,0,0,12500,952830,0,0,0,965330,0,0,0,0,0,12500,952830,0,0,0,1,0,0.151931574
C13162,1,43,F,75985.16,PROF,41-45,170,19,SA,10/26/2014,31,18,14,32,5,2,4,1,2,0,48900,687440,19760,725905,24134,1506139,0,0,0,0,0,24450,137488,9880,181476.25,24134,1,1,0.152456782
C1786,0,42,M,41017.33,PROF,41-45,175,28,SA,4/18/2011,73,6,4,10,3,1,0,0,0,1,19100,714390,0,0,0,733490,0,0,0,0,0,19100,238130,0,0,0,1,0,0.152493409
C13051,1,45,M,2605768.62,PROF,41-45,251,13,SA,04/04/2013,50,13,7,20,3,1,1,0,2,0,11800,56160,29950,705485,0,803395,1,0,0,1,0,11800,18720,14975,705485,0,1,0,0.152532968
C14451,0,32,F,321525.52,SENP,31-35,431,1,CA,05/03/2005,145,38,15,53,6,2,4,1,2,0,7700,464750,73880,5847,33721,585898,0,0,0,0,0,3850,77458.33,36940,1461.75,33721,1,0,0.152650659
C5677,0,50,M,39727.9,PROF,46-50,108,21,SA,6/18/2012,59,1,2,3,1,0,1,0,0,0,0,979980,0,826241,0,1806221,1,0,0,0,0,0,979980,0,826241,0,1,0,0.153015526
C6636,0,27,M,12523.81,SAL,26-30,449,13,SA,9/24/2010,80,3,2,5,1,0,0,0,1,0,0,931320,0,0,0,931320,0,0,0,0,0,0,931320,0,0,0,1,0,0.153196918
C5838,0,30,F,140228.35,SENP,26-30,361,29,SA,09/11/2005,141,2,2,4,1,1,0,0,0,0,1900,362530,0,0,0,364430,0,0,0,0,0,1900,362530,0,0,0,0,1,0.153655164
C1499,0,48,F,857751.54,SENP,46-50,259,14,CA,8/24/2009,93,14,17,31,3,2,0,1,11,0,20100,0,1211820,0,157508,1389428,0,0,0,0,0,10050,0,110165.45,0,157508,1,1,0.153683456
C12978,1,43,M,42175.81,SAL,41-45,629,11,CA,12/27/2010,77,75,74,149,3,23,22,25,1,0,61800,869200,84737,634875,87936,1738548,1,250,0,0,1,2686.96,289733.33,84737,28857.95,3517.44,0,0,0.153802167
C6263,0,35,F,1427529.31,SENP,31-35,303,20,SA,8/21/2001,189,12,6,18,2,1,1,0,2,1,2000,825050,98400,526856,0,1452306,0,0,0,0,0,2000,412525,49200,526856,0,1,1,0.153814258
C19595,1,47,M,414349.29,SAL,46-50,288,1,CA,11/04/2013,43,68,67,135,1,21,20,24,1,0,88800,858730,22510,180989,64937,1215966,1,250,0,1,0,4228.57,858730,22510,9049.45,2705.71,1,0,0.153939266
C10473,0,29,M,931462.03,SELF-EMP,26-30,534,24,SA,8/24/2013,45,10,3,13,1,1,0,1,0,1,11600,247050,0,0,35020,293670,0,0,0,0,0,11600,247050,0,0,35020,1,1,0.154423216
C5703,0,23,F,1282055.76,SELF-EMP,<25,611,10,CA,12/02/2002,174,7,7,14,4,1,1,0,1,0,5100,912380,0,431298,0,1348778,0,0,0,0,0,5100,228095,0,431298,0,1,0,0.154538479
C2193,0,33,M,179953.31,SAL,31-35,732,23,SA,03/01/2004,159,16,1,17,1,0,0,0,0,0,0,835670,0,0,0,835670,0,0,0,0,0,0,835670,0,0,0,0,0,0.154604275
C10226,0,31,M,954180.71,PROF,31-35,132,29,SA,07/06/2000,203,6,2,8,2,0,0,0,0,0,0,593830,0,0,0,593830,0,0,0,0,0,0,296915,0,0,0,1,1,0.154816108
C3960,0,36,F,778898.4,SENP,36-40,359,21,SA,12/29/2000,197,4,2,6,1,1,0,0,0,0,15500,483430,0,0,0,498930,0,0,0,0,0,15500,483430,0,0,0,1,0,0.154989548
C2889,0,28,F,83712.31,SAL,26-30,844,18,SA,6/28/2001,191,10,5,15,0,1,0,0,4,0,18300,0,67300,0,0,85600,0,0,0,0,0,18300,0,16825,0,0,0,1,0.155163759
C16554,0,25,M,526762.32,SAL,<25,299,7,SA,04/06/2014,38,20,16,36,5,2,0,1,8,0,15100,578700,347020,0,77083,1017903,0,0,0,0,0,7550,115740,43377.5,0,77083,1,0,0.155422078
C472,0,50,F,89231.73,SENP,46-50,370,14,CA,1/14/2014,41,2,2,4,1,0,0,0,1,0,0,408550,0,0,0,408550,1,0,0,0,0,0,408550,0,0,0,1,1,0.155620581
C2261,0,31,F,129414.86,PROF,31-35,470,15,SA,06/11/2000,204,4,3,7,2,0,0,0,1,1,0,643570,0,0,0,643570,0,0,0,0,0,0,321785,0,0,0,1,1,0.156228842
C17524,0,30,M,71205.91,PROF,26-30,482,6,SA,8/17/2003,166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.156314409
C7552,0,36,F,173864.35,SELF-EMP,36-40,721,17,SA,7/29/2011,70,1,1,2,0,0,0,0,1,0,0,0,24780,0,0,24780,0,0,0,0,0,0,0,24780,0,0,1,0,0.156735001
C19967,0,29,M,31924.71,PROF,26-30,692,3,SA,12/18/2007,113,6,5,11,1,1,1,0,2,0,11700,468280,25600,945084,0,1450664,0,0,0,0,0,11700,468280,12800,945084,0,1,0,0.156786027
C8136,0,34,M,83643.23,PROF,31-35,977,30,CA,05/06/2001,193,34,4,38,4,0,0,0,0,0,0,610770,0,0,0,610770,1,0,0,0,0,0,152692.5,0,0,0,1,1,0.156858763
C18934,0,29,M,103562.52,SENP,26-30,798,6,SA,2/28/2012,63,4,5,9,1,1,1,0,2,0,17700,192140,14810,355366,0,580016,0,0,0,0,0,17700,192140,7405,355366,0,0,0,0.15754563
C8365,0,40,M,413965.13,SENP,36-40,539,26,SA,7/18/2000,202,0,1,1,1,0,0,0,0,1,0,656940,0,0,0,656940,0,0,0,0,0,0,656940,0,0,0,1,0,0.157641643
C3332,0,52,M,74438.48,PROF,>50,379,22,SA,10/15/2008,104,6,2,8,2,0,0,0,0,0,0,42200,0,0,0,42200,0,0,0,0,0,0,21100,0,0,0,1,0,0.157971024
C14794,1,29,M,771928.66,SAL,26-30,889,2,SA,05/08/2000,205,10,4,14,1,0,0,0,3,0,0,971100,47330,0,0,1018430,1,0,0,0,1,0,971100,15776.67,0,0,1,1,0.158344619
C6091,0,35,M,270388.1,SENP,31-35,882,28,SA,10/25/2003,163,8,4,12,0,0,3,1,0,1,0,0,0,836105,161338,997443,0,0,0,0,0,0,0,0,278701.67,161338,1,1,0.158522112
C4713,0,51,F,63553.73,SAL,>50,402,24,CA,7/17/2006,131,41,1,42,1,0,0,0,0,0,0,452990,0,0,0,452990,0,0,0,0,0,0,452990,0,0,0,1,0,0.158811524
C13294,1,33,M,0,SELF-EMP,31-35,827,30,SA,05/09/2009,97,6,4,8,1,2,1,0,0,0,0,309410,0,60686,0,370096,1,0,170,0,0,0,309410,0,60686,0,0,0,0.158993935
C5534,0,47,M,7697.35,SAL,46-50,199,13,SA,12/03/2012,54,5,6,11,2,1,1,0,2,0,19800,242460,82100,90213,0,434573,0,0,0,0,0,19800,121230,41050,90213,0,1,0,0.159468312
C1265,0,30,M,2715742.34,SAL,26-30,167,28,CA,11/28/2007,114,63,3,66,2,0,1,0,0,0,0,673240,0,761516,0,1434756,1,0,0,0,0,0,336620,0,761516,0,1,0,0.160533494
C6475,0,50,M,156836.38,SAL,46-50,702,14,SA,05/06/2003,169,9,5,14,0,1,0,0,4,0,7500,0,48500,0,0,56000,0,0,0,0,0,7500,0,12125,0,0,1,0,0.160672134
C7669,0,35,F,409166.02,PROF,31-35,885,25,SA,10/07/2009,92,9,4,13,1,2,1,0,0,1,15800,126160,0,68177,0,210137,0,0,0,0,0,7900,126160,0,68177,0,1,1,0.160797447
C10324,0,35,F,920298.18,PROF,31-35,315,30,SA,5/16/2014,37,3,4,7,4,0,0,0,0,0,0,46210,0,0,0,46210,0,0,0,0,0,0,11552.5,0,0,0,1,0,0.161304103
C7301,0,24,M,131035.36,PROF,<25,790,14,CA,12/27/2005,137,55,22,77,4,2,7,1,8,1,33100,926880,163650,133982,13337,1270949,0,0,0,0,0,16550,231720,20456.25,19140.29,13337,1,1,0.161812413
C14991,0,36,M,353084.84,SENP,36-40,199,7,SA,12/29/2002,173,10,6,16,2,1,1,0,2,0,100,5280,13390,313058,0,331828,0,0,0,0,0,100,2640,6695,313058,0,1,1,0.161843671
C12104,0,47,O,26289.6,PROF,46-50,366,18,CA,2/23/2001,195,21,1,22,0,0,0,1,0,0,0,0,0,0,183513,183513,0,0,0,0,0,0,0,0,0,183513,1,1,0.161984626
C19384,1,40,M,105018.8,PROF,36-40,368,2,SA,05/07/2006,133,14,14,28,3,2,4,1,4,1,35200,509450,206630,507109,158003,1416392,0,0,0,0,0,17600,169816.67,51657.5,126777.25,158003,1,0,0.161990135
C12954,1,36,M,120465.79,PROF,36-40,374,23,SA,10/31/2010,79,18,4,22,0,3,0,1,0,1,24700,0,0,0,89907,114607,0,0,0,0,0,8233.33,0,0,0,89907,1,0,0.16221061
C3406,0,47,F,545765.5,SAL,46-50,319,19,SA,05/06/2005,145,2,2,4,0,0,0,0,2,1,0,0,35590,0,0,35590,0,0,0,0,0,0,0,17795,0,0,1,0,0.162841553
C10205,0,55,M,807648.08,PROF,>50,148,31,SA,03/10/2006,135,11,4,15,1,2,1,0,0,0,35600,309890,0,192291,0,537781,1,0,0,0,0,17800,309890,0,192291,0,1,1,0.162953383
C12545,1,26,M,112159.38,PROF,26-30,403,23,CA,08/07/2009,94,70,4,74,2,2,0,0,0,0,3200,451430,0,0,0,454630,1,0,0,0,0,1600,225715,0,0,0,1,1,0.163153315
C19049,0,52,F,638764.53,PROF,>50,355,3,SA,7/13/2002,179,6,4,10,2,0,0,0,2,0,0,637160,42470,0,0,679630,0,0,0,0,0,0,318580,21235,0,0,1,1,0.163342467
C17260,1,37,M,28436.35,SAL,36-40,456,2,CA,08/04/2000,202,56,23,79,0,3,7,1,12,0,14600,0,4006830,574341,9596,4605367,0,0,0,0,0,4866.67,0,333902.5,82048.71,9596,1,0,0.163796471
C4744,0,34,M,339121.91,SAL,31-35,449,10,SA,11/22/2011,66,16,14,30,3,2,4,1,4,0,19100,285950,292450,247917,108157,953574,0,0,0,0,0,9550,95316.67,73112.5,61979.25,108157,1,1,0.163854543
C4067,0,45,M,213813.83,SENP,41-45,696,21,SA,11/05/2007,115,6,4,10,2,2,0,0,0,0,26600,498810,0,0,0,525410,1,0,0,0,0,13300,249405,0,0,0,1,1,0.163951752
C985,0,25,F,203779.99,PROF,<25,158,14,CA,08/04/2013,46,21,2,23,1,0,0,1,0,0,0,172770,0,0,90314,263084,0,0,0,0,0,0,172770,0,0,90314,1,0,0.164047801
C18715,0,53,M,73870.66,PROF,>50,481,4,SA,11/06/2001,187,12,6,18,1,1,0,0,4,0,3000,601600,21020,0,0,625620,0,0,0,0,0,3000,601600,5255,0,0,0,1,0.16436173
C5214,0,42,F,340342.83,PROF,41-45,260,30,SA,04/04/2011,74,7,1,8,0,0,0,0,1,0,0,0,34880,0,0,34880,0,0,0,0,1,0,0,34880,0,0,1,0,0.164590013
C10188,0,55,M,461167.19,PROF,>50,664,20,SA,10/22/2005,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.164592433
C7930,0,36,M,182595.53,SAL,36-40,566,11,SA,09/11/2005,141,10,5,15,0,1,0,0,4,1,10300,0,48120,0,0,58420,0,0,0,0,0,10300,0,12030,0,0,1,1,0.164734563
C19115,0,48,M,303270.06,PROF,46-50,173,6,SA,04/07/2006,134,4,6,10,1,1,0,0,4,0,10000,848840,21400,0,0,880240,0,0,0,0,0,10000,848840,5350,0,0,1,0,0.164817453
C9576,0,52,M,130912.17,SELF-EMP,>50,835,28,SA,1/21/2008,112,6,1,7,0,1,0,0,0,1,8200,0,0,0,0,8200,0,0,0,0,0,8200,0,0,0,0,1,1,0.164923737
C7112,0,49,M,15168.1,SAL,46-50,300,23,SA,1/27/2006,136,14,2,16,1,0,1,0,0,0,0,714420,0,513712,0,1228132,0,0,0,0,0,0,714420,0,513712,0,1,0,0.164953579
C2758,0,51,M,67349.45,SAL,>50,153,16,SA,11/18/2011,66,6,5,11,1,1,1,0,2,1,18800,962380,76180,14823,0,1072183,0,0,0,0,0,18800,962380,38090,14823,0,0,1,0.164957125
C17444,0,39,F,914631.39,SAL,36-40,360,8,CA,9/17/2014,33,29,27,56,4,3,8,2,10,0,38800,204960,1182790,645015,35205,2106770,0,0,0,0,0,12933.33,51240,118279,80626.88,17602.5,1,1,0.165031868
C18363,0,39,M,146000.73,SAL,36-40,710,1,SA,5/22/2003,168,4,3,7,2,0,0,0,1,0,0,182710,0,0,0,182710,0,0,0,0,0,0,91355,0,0,0,1,1,0.165091582
C13464,1,53,M,47333.77,SAL,>50,286,11,SA,12/04/2009,90,2,4,4,1,2,0,0,1,1,0,755780,0,0,0,755780,0,0,0,0,0,0,755780,0,0,0,1,1,0.165463144
C8179,0,50,F,153473.02,SAL,46-50,181,27,SA,01/04/2014,41,4,3,7,1,1,0,0,1,0,17500,872220,63770,0,0,953490,0,0,0,0,0,17500,872220,63770,0,0,1,1,0.167273699
C3553,0,35,M,44857.42,PROF,31-35,169,29,CA,10/09/2007,116,22,2,24,2,0,0,0,0,0,0,317190,0,0,0,317190,1,0,0,0,0,0,158595,0,0,0,1,1,0.167397692
C6528,0,26,M,642073.49,SAL,26-30,120,12,SA,11/02/2009,91,8,6,14,1,1,0,0,4,0,13300,572060,81280,0,0,666640,0,0,0,0,0,13300,572060,20320,0,0,1,0,0.167731753
C16243,0,55,M,42044.72,SAL,>50,470,7,CA,6/20/2008,107,29,27,56,12,3,8,2,2,0,25900,102390,73140,831994,6227,1039651,1,0,0,0,1,8633.33,8532.5,36570,103999.25,3113.5,1,0,0.167746244
C5303,0,40,M,1025633.07,PROF,36-40,953,31,SA,9/29/2010,80,6,3,9,0,1,1,1,0,1,19900,0,0,70563,15292,105755,0,0,0,0,0,19900,0,0,70563,15292,1,1,0.167839285
C10168,0,30,M,39980.12,PROF,26-30,227,20,CA,06/11/2001,192,59,3,62,1,2,0,0,0,0,4200,943230,0,0,0,947430,0,0,0,0,0,2100,943230,0,0,0,1,1,0.168321147
C5466,0,38,M,179276.14,SAL,36-40,304,14,CA,8/23/2006,129,35,21,56,12,2,6,1,0,1,31700,290130,0,22473,23324,367627,0,0,0,0,0,15850,24177.5,0,3745.5,23324,1,1,0.1688204
C5777,0,36,M,83306.21,SAL,36-40,473,15,CA,11/21/2012,54,4,4,8,3,0,0,0,1,0,0,37500,0,0,0,37500,0,0,0,0,0,0,12500,0,0,0,1,1,0.169115246
C15559,0,47,F,466460.15,PROF,46-50,916,8,SA,6/30/2001,191,12,6,18,2,1,1,0,2,1,17500,65770,91840,335106,0,510216,0,0,0,0,0,17500,32885,45920,335106,0,0,0,0.169568335
C5836,0,53,M,124500.74,SENP,>50,239,20,SA,08/06/2005,142,5,4,9,1,0,0,0,3,1,0,270160,18290,0,0,288450,0,0,0,0,1,0,270160,6096.67,0,0,1,1,0.169695335
C20,0,36,F,868510.49,SELF-EMP,36-40,311,21,SA,3/23/2012,62,7,1,8,1,0,0,0,0,0,0,109290,0,0,0,109290,0,0,0,0,0,0,109290,0,0,0,1,1,0.169842307
C19415,0,54,M,111573.41,SAL,>50,555,8,SA,11/08/2001,187,5,5,10,1,1,1,0,2,0,1200,330500,39770,544137,0,915607,0,0,0,0,0,1200,330500,19885,544137,0,1,0,0.170241317
C16206,1,43,M,408307.1,SENP,41-45,945,3,SA,5/20/2001,192,11,5,16,1,1,1,0,2,1,17500,137900,61270,924589.61,0,1141259.61,0,0,0,0,0,17500,137900,30635,924589.61,0,0,1,0.171477433
C11558,0,26,F,1195809.11,PROF,26-30,243,25,SA,01/02/2012,65,10,2,12,0,0,2,0,0,0,0,0,0,256878,0,256878,0,0,0,0,0,0,0,0,128439,0,1,0,0.171625704
C12517,1,31,M,263736.13,PROF,31-35,754,18,CA,11/21/2008,102,8,8,16,1,1,1,0,5,0,2300,815500,776410,329376,0,1923586,0,0,0,0,0,2300,815500,155282,329376,0,1,0,0.171834257
C4504,0,29,M,10357.73,SELF-EMP,26-30,877,21,SA,10/06/2010,80,8,4,12,0,2,1,0,1,0,25100,0,46190,869543,0,940833,0,0,0,0,0,12550,0,46190,869543,0,1,1,0.172178357
C10704,0,28,F,553352.04,SENP,26-30,567,19,SA,6/24/2005,143,8,6,14,1,1,0,0,4,0,6900,592930,56540,0,0,656370,0,0,0,0,0,6900,592930,14135,0,0,1,1,0.172212304
C8437,0,43,F,2006848.36,SAL,41-45,256,22,SA,10/25/2008,103,2,2,4,0,2,0,0,0,0,22000,0,0,0,0,22000,0,0,0,0,0,11000,0,0,0,0,1,1,0.172295979
C11108,0,42,F,27312.94,SENP,41-45,237,23,SA,12/07/2003,162,8,1,9,1,0,0,0,0,0,0,768470,0,0,0,768470,0,0,0,0,0,0,768470,0,0,0,1,0,0.17331057
C14757,0,30,M,259557.09,SELF-EMP,26-30,396,5,SA,04/05/2004,158,6,5,11,2,1,1,0,1,0,7300,925700,0,134395,0,1067395,0,0,0,0,0,7300,462850,0,134395,0,1,1,0.173575657
C17457,0,24,M,383062.35,SENP,<25,261,6,SA,11/23/2006,126,6,5,11,1,1,1,0,2,0,7700,864770,53140,28393,0,954003,0,0,0,0,0,7700,864770,26570,28393,0,1,0,0.174407731
C13451,1,39,M,16376.99,SELF-EMP,36-40,561,12,SA,7/20/1999,214,9,5,14,2,1,1,0,1,1,2000,995490,0,49323,0,1046813,0,0,0,0,0,2000,497745,0,49323,0,1,0,0.174654193
C6956,0,39,M,224646.67,SAL,36-40,376,18,CA,10/08/2001,188,52,21,73,11,2,6,1,1,0,23900,155520,43880,621061,163958,1008319,0,0,0,0,0,11950,14138.18,43880,103510.17,163958,1,0,0.174657893
C6819,0,35,F,1257290.69,SENP,31-35,238,22,CA,04/03/2013,50,12,4,16,1,2,1,0,0,0,8000,755580,0,267408,0,1030988,0,0,0,0,0,4000,755580,0,267408,0,1,1,0.174705443
C14574,1,27,M,61958.82,SELF-EMP,26-30,855,1,SA,02/07/2013,52,8,5,13,1,1,1,0,2,1,1700,610520,77020,186448,0,875688,0,0,0,0,0,1700,610520,38510,186448,0,1,0,0.174728117
C9424,0,30,M,156216.17,PROF,26-30,246,17,SA,04/11/2000,206,9,5,14,2,1,1,0,1,1,14400,487710,0,122711,0,624821,0,0,0,0,1,14400,243855,0,122711,0,1,0,0.174900929
C4094,0,33,M,1044526.8,SAL,31-35,403,28,SA,6/15/2011,72,15,4,19,2,1,1,0,0,0,17500,438180,0,631508,0,1087188,0,0,0,0,0,17500,219090,0,631508,0,1,1,0.174905274
C1780,0,33,M,179953.31,SAL,31-35,732,23,SA,03/01/2004,159,16,1,17,1,0,0,0,0,0,0,835670,0,0,0,835670,0,0,0,0,0,0,835670,0,0,0,0,0,0.175004256
C9140,0,36,M,306391.97,SAL,36-40,336,14,SA,12/07/2007,114,4,3,7,1,0,0,0,2,0,0,47020,69210,0,0,116230,0,0,0,0,0,0,47020,34605,0,0,1,0,0.175094558
C8395,0,53,F,39631.71,SENP,>50,329,20,SA,12/25/2013,41,12,6,18,1,1,0,0,4,0,8200,947460,16220,0,0,971880,0,0,0,0,0,8200,947460,4055,0,0,1,1,0.175963628
C13446,1,41,M,935017.1,SELF-EMP,41-45,652,24,SA,11/20/2003,162,11,1,12,0,1,0,0,0,1,18300,0,0,0,0,18300,0,0,0,0,0,18300,0,0,0,0,1,1,0.176069035
C6319,0,25,F,262302.98,PROF,<25,513,19,SA,7/25/2014,34,12,6,18,2,1,1,0,2,0,1200,171280,79080,318609,0,570169,1,0,0,0,0,1200,85640,39540,318609,0,1,1,0.176231595
